Time;SPINE_BASE;SPINE_MID;NECK;HEAD;SHOULDER_LEFT;ELBOW_LEFT;WRIST_LEFT;HAND_LEFT;SHOULDER_RIGHT;ELBOW_RIGHT;WRIST_RIGHT;HAND_RIGHT;HIP_LEFT;KNEE_LEFT;ANKLE_LEFT;FOOT_LEFT;HIP_RIGHT;KNEE_RIGHT;ANKLE_RIGHT;FOOT_RIGHT;SPINE_SHOULDER;HAND_TIP_LEFT;THUMB_LEFT;HAND_TIP_RIGHT;THUMB_RIGHT
939;-0.46044976,0.34696004,2.715338;-0.47231686,0.39825374,2.763874;-0.48782334,0.69826084,2.7542782;-0.49821293,0.86379874,2.7183022;-0.62820417,0.6249459,2.71697;-0.6922924,0.74155456,2.5260048;-0.6109293,0.8716795,2.4005527;-0.54743207,0.9334985,2.3558497;-0.31276703,0.6460606,2.7844574;-0.12126286,0.749618,2.6834319;-0.16354203,0.92263204,2.5762765;-0.20648274,1.0095598,2.5493097;-0.5271104,0.2741615,2.7021854;-0.3064644,-0.034093257,2.506624;-0.39004928,-0.38474566,2.2566686;-0.368911,-0.42211106,2.1630063;-0.38392195,0.27508882,2.711492;-0.41972575,-0.20857191,2.3954127;-0.4697526,-0.4783859,2.1894374;-0.44317672,-0.5039804,2.1078904;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
971;-0.46184385,0.3408465,2.7177;-0.47395787,0.3949336,2.7659125;-0.48852473,0.69689184,2.755217;-0.49903858,0.8630319,2.7181535;-0.6299889,0.62191486,2.7205734;-0.7192392,0.70662695,2.5240097;-0.6254274,0.8648115,2.4051101;-0.57620466,0.9384281,2.3825614;-0.3139959,0.6459642,2.7882385;-0.1083327,0.7275637,2.7047312;-0.18006307,0.9069589,2.6139438;-0.22733243,0.9790898,2.5986385;-0.52865785,0.26499754,2.7028396;-0.31276974,-0.044608854,2.5001519;-0.3893134,-0.39940733,2.2527738;-0.36842957,-0.4384824,2.1589994;-0.38458246,0.26650625,2.7151985;-0.42245197,-0.20824496,2.3889356;-0.46870896,-0.46229205,2.2012725;-0.44086525,-0.48825562,2.1203349;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1005;-0.46303436,0.33712462,2.7196863;-0.47515464,0.39237145,2.7676866;-0.48927084,0.6955499,2.7561626;-0.49962527,0.86223793,2.7183807;-0.63651663,0.5982837,2.727543;-0.7368328,0.68621194,2.5235238;-0.64616865,0.8678724,2.4277904;-0.6062653,0.95551646,2.4337037;-0.3144017,0.64515233,2.791163;-0.09845421,0.7033426,2.7247393;-0.19839121,0.88787264,2.6544373;-0.251536,0.9400769,2.6549942;-0.53029895,0.2582854,2.7038002;-0.33897755,-0.059870258,2.4820988;-0.40306357,-0.42271516,2.2505617;-0.38531363,-0.4636429,2.1570032;-0.38520482,0.26314574,2.7177215;-0.4230353,-0.2066357,2.3841522;-0.45235193,-0.55301553,2.2008944;-0.45990676,-0.62226045,2.1074226;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1039;-0.46417522,0.33482793,2.7210937;-0.4761348,0.3905625,2.7690177;-0.48988765,0.69445664,2.756963;-0.5000863,0.8616386,2.7188017;-0.64085734,0.5862776,2.7312484;-0.7679464,0.64767635,2.5366364;-0.6763578,0.86994237,2.470202;-0.6463246,0.9613594,2.494599;-0.31427082,0.6433801,2.7928085;-0.08961353,0.6854148,2.7386158;-0.22540352,0.8757844,2.707623;-0.27390027,0.92094284,2.7040215;-0.53225344,0.25324115,2.7045994;-0.3630051,-0.10297874,2.4542773;-0.42346317,-0.4853895,2.2462502;-0.40805617,-0.5261906,2.1524868;-0.38588664,0.2613819,2.71924;-0.42516196,-0.21435958,2.3938165;-0.44804984,-0.60044205,2.1915255;-0.44315377,-0.64811605,2.100444;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1071;-0.46508834,0.33231518,2.7219722;-0.47681007,0.38846022,2.7699125;-0.49037343,0.6936136,2.7575858;-0.5004351,0.8612646,2.7192392;-0.64378613,0.5796582,2.7334414;-0.7806306,0.6314058,2.5421085;-0.6993056,0.8664646,2.5067225;-0.67410696,0.9573249,2.5517848;-0.31397605,0.6411335,2.7933917;-0.082963824,0.6702088,2.7506053;-0.21454252,0.8375529,2.7472277;-0.26973808,0.8833655,2.7451198;-0.53388053,0.24895237,2.7050855;-0.3730829,-0.122186646,2.442253;-0.42625424,-0.5343899,2.2577724;-0.41275546,-0.5749732,2.163369;-0.38619697,0.2591085,2.7199397;-0.42442366,-0.22420427,2.3967535;-0.43226916,-0.65386546,2.209191;-0.4391893,-0.7159543,2.1283758;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1103;-0.46580726,0.32972568,2.7224367;-0.4770885,0.38626096,2.770455;-0.49071592,0.693022,2.7580092;-0.5006614,0.86099905,2.7196612;-0.64555967,0.5757254,2.7347894;-0.7876431,0.62200373,2.5450745;-0.72227156,0.84830266,2.5384254;-0.7015953,0.9199782,2.5908134;-0.31513807,0.6361311,2.7896447;-0.07956496,0.6615312,2.7578712;-0.20520319,0.81845695,2.7643566;-0.27089682,0.8719468,2.762143;-0.5351106,0.2457526,2.7054553;-0.38271078,-0.13472475,2.4328861;-0.41729027,-0.56489533,2.2716928;-0.40672868,-0.604229,2.1769066;-0.38632393,0.25694945,2.720054;-0.41998708,-0.23550244,2.3977542;-0.41277334,-0.69353825,2.2327123;-0.4270715,-0.7596248,2.1659489;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1139;-0.46655634,0.32742417,2.7226512;-0.47734907,0.38423932,2.7707677;-0.49097994,0.6925704,2.7583354;-0.500908,0.86089736,2.7200258;-0.64681697,0.57301396,2.7357244;-0.79246306,0.61568844,2.5471313;-0.747272,0.8258524,2.5490117;-0.7204749,0.905434,2.5889158;-0.3162455,0.6315318,2.7857335;-0.07602753,0.65473664,2.7639406;-0.19008271,0.8074641,2.7726958;-0.24162208,0.8678492,2.7715964;-0.5367479,0.24257752,2.70572;-0.3870362,-0.14117037,2.4287863;-0.4003861,-0.5769637,2.3009331;-0.3914844,-0.61582375,2.2071831;-0.38650456,0.2553348,2.719956;-0.41158113,-0.24871066,2.4007003;-0.39649743,-0.7175958,2.2614229;-0.4095239,-0.78662103,2.2067466;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1171;-0.46774718,0.32490695,2.7223938;-0.47804287,0.38198546,2.7706625;-0.49182323,0.6922102,2.7585757;-0.5012933,0.86108935,2.720397;-0.6478393,0.57119966,2.7363367;-0.79507625,0.61234117,2.5490983;-0.7659181,0.82791185,2.5585213;-0.7452042,0.9009417,2.60085;-0.3171262,0.62815046,2.78254;-0.07410923,0.65054077,2.7677097;-0.15546782,0.81328213,2.7711535;-0.19847812,0.893675,2.7649362;-0.53859526,0.23994188,2.7058518;-0.38657647,-0.14405818,2.4297001;-0.37794635,-0.5799634,2.3394272;-0.36966127,-0.6185947,2.2464545;-0.38696858,0.25346056,2.7190132;-0.39907578,-0.26486713,2.4139667;-0.3763589,-0.7291835,2.3138113;-0.38615525,-0.80442476,2.2538762;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1203;-0.4689537,0.3227496,2.7219186;-0.47883156,0.37997288,2.7703395;-0.49275538,0.6919527,2.75875;-0.5021498,0.86165434,2.7209485;-0.6486814,0.57013303,2.7367303;-0.79805696,0.6120439,2.5532968;-0.79005784,0.8434596,2.5502377;-0.78446317,0.91492116,2.57535;-0.31765425,0.62610096,2.780663;-0.07344481,0.64718777,2.7708478;-0.10354529,0.82509184,2.763125;-0.1383733,0.91352713,2.7537625;-0.5402321,0.2379606,2.7058556;-0.38735154,-0.22035477,2.4240143;-0.35972616,-0.6599951,2.3638647;-0.35925704,-0.74601936,2.2889774;-0.3876338,0.25172025,2.717625;-0.38739914,-0.28332192,2.4426513;-0.36050037,-0.74024934,2.346618;-0.3571858,-0.79030114,2.2674391;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1239;-0.4710215,0.3188351,2.7204986;-0.4803203,0.37660527,2.7693777;-0.49384275,0.6917429,2.7589638;-0.50289476,0.8620686,2.7214108;-0.6493503,0.56969726,2.7369418;-0.8032727,0.6178214,2.5580623;-0.8268772,0.8548852,2.5255234;-0.8262835,0.9393584,2.536309;-0.3179939,0.62477815,2.7795742;-0.074019924,0.6447078,2.7739275;-0.061219107,0.87546057,2.7557979;-0.07692514,0.9575354,2.740607;-0.5419642,0.23551835,2.705397;-0.3834042,-0.27494752,2.4180937;-0.4127627,-0.69556785,2.5095682;-0.43364072,-0.80300605,2.4888418;-0.39000088,0.24749963,2.714303;-0.38315907,-0.31275842,2.4791815;-0.33902967,-0.7552898,2.387748;-0.35420728,-0.82086754,2.3415685;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1271;-0.4726846,0.31547302,2.7191958;-0.48228544,0.37116057,2.7678394;-0.50033224,0.65570253,2.758644;-0.5045962,0.8557793,2.7248387;-0.6499949,0.5696321,2.73691;-0.80837446,0.62524515,2.562954;-0.8603056,0.8785451,2.4957309;-0.86793816,0.9647486,2.4940374;-0.31806797,0.62396985,2.7793;-0.074041404,0.6448611,2.777961;-0.021544926,0.9116957,2.756554;-0.018771447,0.98592293,2.7340553;-0.54331684,0.23306243,2.7046587;-0.38116878,-0.2969782,2.4164238;-0.41099527,-0.7306203,2.5424948;-0.40567654,-0.7725905,2.4472475;-0.39201117,0.24371578,2.7114813;-0.38153565,-0.33503783,2.506018;-0.31843665,-0.7772184,2.4291892;-0.33784196,-0.837925,2.379445;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1303;-0.47378546,0.3129387,2.7181804;-0.4836479,0.36685145,2.7666044;-0.50239724,0.64135915,2.7585123;-0.5055634,0.8530748,2.7266166;-0.65053123,0.569844,2.7367465;-0.811698,0.63070846,2.565728;-0.8765174,0.8884893,2.4818892;-0.88830894,0.9756285,2.474076;-0.31759393,0.62377316,2.7805781;-0.074341714,0.64653987,2.7819257;-0.0059939194,0.92468065,2.756861;0.0041936785,0.99653476,2.7319565;-0.5441467,0.23084584,2.703808;-0.3716891,-0.31276855,2.4270928;-0.43247336,-0.739,2.5901582;-0.44580057,-0.8488819,2.5668478;-0.39333865,0.24103181,2.7095304;-0.37868536,-0.34644645,2.5189438;-0.30651927,-0.78192854,2.462856;-0.34387845,-0.84648675,2.45034;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1339;-0.47455284,0.31106004,2.7174413;-0.4845791,0.36420986,2.7658396;-0.5016172,0.6579559,2.7577796;-0.5066359,0.85423297,2.7272336;-0.6510407,0.5703576,2.7363422;-0.81497246,0.6330341,2.5677679;-0.885774,0.89267164,2.4760303;-0.8994045,0.98037434,2.4652414;-0.31689644,0.6238961,2.7822628;-0.074676745,0.64760655,2.7858417;0.0029768771,0.93148375,2.757202;0.006286143,0.99439627,2.7327697;-0.5447195,0.22904505,2.7030666;-0.4823568,-0.38350824,2.6411014;-0.45403495,-0.7943397,2.627926;-0.45009947,-0.86132514,2.5655284;-0.3942588,0.2390516,2.7082412;-0.37217748,-0.35500333,2.5242898;-0.30587134,-0.7866825,2.5173287;-0.33966273,-0.85135156,2.4899218;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1371;-0.47483435,0.3094791,2.7168741;-0.48504522,0.3623793,2.7653131;-0.50043684,0.66950125,2.7574036;-0.50747246,0.85575426,2.7276318;-0.6513933,0.5705047,2.7355783;-0.8212246,0.6307412,2.5708523;-0.8822149,0.8354788,2.494081;-0.88837934,0.9368365,2.4900026;-0.31601003,0.62410176,2.7839818;-0.076217115,0.6411266,2.7954364;-0.015096797,0.86957026,2.7701895;-0.01710918,0.95482665,2.739961;-0.5447904,0.22730862,2.7023315;-0.50428116,-0.4185453,2.685479;-0.4595595,-0.802415,2.625798;-0.4517274,-0.86561984,2.5640345;-0.39456463,0.23739706,2.7074602;-0.3633213,-0.36228666,2.5246015;-0.3054466,-0.78670174,2.5468018;-0.33513114,-0.85406446,2.5142858;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1403;-0.47475523,0.30806774,2.7163908;-0.4852139,0.3610405,2.7649035;-0.49905583,0.6772011,2.7567053;-0.5081016,0.8574073,2.7278721;-0.6517509,0.5703802,2.7346716;-0.8288213,0.6194106,2.5746078;-0.8839281,0.793563,2.4985206;-0.88027245,0.8932224,2.5068479;-0.3145325,0.6233553,2.7851105;-0.07470956,0.6263301,2.8100326;-0.029785676,0.84041464,2.7780163;-0.032932222,0.93031,2.745962;-0.5444096,0.22539593,2.7015595;-0.5189536,-0.4242419,2.7085185;-0.4626801,-0.8049442,2.6228783;-0.44832522,-0.84219927,2.5362668;-0.39443377,0.2358998,2.7070062;-0.35522756,-0.36804697,2.5245984;-0.2883274,-0.78402144,2.5940294;-0.3322216,-0.85099924,2.566708;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1439;-0.47430846,0.30666107,2.7159524;-0.48506767,0.3599712,2.764546;-0.49797076,0.68239224,2.755869;-0.5085788,0.8589642,2.7279863;-0.6521425,0.5698395,2.733451;-0.83516395,0.6065719,2.577349;-0.8492592,0.8213085,2.5516055;-0.8430605,0.89397776,2.5713425;-0.31334585,0.6226104,2.7850354;-0.073677704,0.616413,2.8181748;-0.07183254,0.80254745,2.7792087;-0.087134555,0.8876895,2.7476494;-0.54363525,0.22332294,2.7009122;-0.5206362,-0.42830378,2.7109876;-0.4655334,-0.8055614,2.6198359;-0.44998068,-0.8356343,2.528206;-0.39391086,0.23450455,2.7067828;-0.34791347,-0.3720773,2.527526;-0.27840218,-0.7816451,2.6232727;-0.32680434,-0.8494884,2.591156;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1471;-0.47342762,0.30524567,2.715555;-0.48445302,0.35911727,2.764194;-0.49723893,0.6861051,2.7546778;-0.50899816,0.8605759,2.7279105;-0.6527693,0.5688572,2.7313876;-0.8385649,0.5950752,2.5803509;-0.8257112,0.8240399,2.5833945;-0.8024235,0.88505423,2.624011;-0.3122059,0.6207897,2.781605;-0.073291555,0.6089082,2.8239393;-0.11476663,0.77401185,2.7887237;-0.14874776,0.85609883,2.7546396;-0.54233706,0.22110634,2.7004056;-0.5211989,-0.42337936,2.7118616;-0.46439967,-0.79938143,2.609285;-0.44839424,-0.8237512,2.5123746;-0.39278233,0.23317473,2.7068386;-0.3398251,-0.3726034,2.5349793;-0.26911747,-0.76937735,2.6717167;-0.28310198,-0.8416089,2.6436033;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1503;-0.4721183,0.30387852,2.7152438;-0.483236,0.35845998,2.7638283;-0.49638665,0.68873763,2.753265;-0.5093001,0.8620186,2.7277596;-0.65336096,0.5677542,2.7288442;-0.840478,0.58832103,2.5824938;-0.784709,0.82962286,2.622058;-0.74893326,0.8714867,2.672764;-0.31110504,0.6180612,2.775794;-0.07312155,0.6046879,2.8274205;-0.1773924,0.7952052,2.7658968;-0.159153,0.84947425,2.756293;-0.5408277,0.21912998,2.7001145;-0.5224774,-0.4189495,2.7125764;-0.46260568,-0.79302055,2.6007025;-0.4478946,-0.81790584,2.5050004;-0.3910509,0.23191789,2.707203;-0.32735568,-0.37393448,2.5596726;-0.2645854,-0.76455134,2.6965082;-0.2513292,-0.838085,2.6868958;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1539;-0.4703961,0.3027307,2.715075;-0.48167026,0.35810444,2.7634547;-0.49574968,0.69062984,2.7516503;-0.5093713,0.86326915,2.7274623;-0.65376425,0.5666426,2.7262714;-0.8416701,0.5846777,2.5838776;-0.766387,0.79214066,2.631765;-0.72385526,0.84654546,2.6825917;-0.31024903,0.61629313,2.77152;-0.07320982,0.60256976,2.8297083;-0.19364181,0.78303736,2.767707;-0.19874553,0.8230871,2.7518985;-0.53881174,0.21742013,2.700103;-0.51764125,-0.4056255,2.7017343;-0.46110588,-0.78661466,2.5943556;-0.4476205,-0.8135912,2.5004866;-0.38822863,0.23089072,2.7081053;-0.3189753,-0.37385297,2.5798452;-0.25858924,-0.7720551,2.73942;-0.23386881,-0.8465921,2.7275639;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1571;-0.46808657,0.3018021,2.7151148;-0.4797522,0.35800108,2.763124;-0.49529862,0.69190186,2.7503407;-0.50903034,0.8644616,2.726716;-0.6535771,0.56579775,2.723517;-0.8418964,0.5833886,2.5846584;-0.7610238,0.7790866,2.6227384;-0.71966696,0.8431294,2.6673176;-0.30962786,0.6153809,2.7684739;-0.07344045,0.60702044,2.8292222;-0.20939012,0.7875252,2.758963;-0.22929133,0.8362951,2.7342763;-0.53557837,0.21606502,2.7003667;-0.5133413,-0.3947021,2.6934128;-0.46017584,-0.78044313,2.590259;-0.44750267,-0.80965376,2.497853;-0.38475615,0.23031914,2.7094972;-0.31249872,-0.36598644,2.5991297;-0.2564091,-0.7734129,2.7567112;-0.23981161,-0.82246345,2.6887686;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
